IID,array,job,start,creative,adj_pgs,sexMale,job_sat
3695431,0,"heating engineer, gas service engineer, air conditioning engineer",1982,0,-0.451968538583958,1,5
3697597,3,"estate agent, auctioneer, land agent, letting agent",1996,0,0.3474647041711626,0,3
3698063,2,all other personal assistants and secretaries,1988,0,-0.13354991426943758,0,3
3699062,0,secondary school teacher or teaching professional (including head teacher),1971,1,-0.7232831174757224,1,3
3701157,0,"primary /junior school teacher or teaching professional, nursery school teacher (including head teacher)",1971,1,0.7937719487609429,0,4
3702088,0,non-commissioned officers or other rank of armed forces,1958,0,-0.19165549173415553,1,4
3703964,1,"other work handling or storing goods including: store keeper, warehouseman, order assembler, goods despatcher",1979,0,-0.381917151668399,1,2
3704174,6,"geographer, historian, philosopher, linguist, political scientist",2003,1,0.21944746130064935,1,4
3707520,2,"physicist, astronomer, geologist, geophysicist, meteorologist, oceanographer, seismologist",1997,1,1.0810799290738835,1,4
3707709,0,"sales or marketing manager/director, export/import manager, business development manager, advertising/commercial manager",1971,1,-0.6699838709568452,1,4
3708602,2,"bus or coach driver, minibus driver {82132606_2602}",1999,-1,1.7031048844989238,1,3
3710734,0,physiotherapist,1975,0,0.6991860820625858,0,4
3711121,4,"community worker, day centre officer, youth leader, youth worker, parish worker, bail support officer",2006,0,1.0625451707984883,1,5
3711838,5,"sales assistant, retail/shop assistant, counter assistant, sub post office assistant, takeaway food worker",1992,-1,-2.59832311466036,0,3
3712271,2,university lecturer/professor,2002,0,0.05438579543874729,1,4
3713056,4,civil service senior manager outside the senior civil service (former grades 6 and 7),2001,0,-0.5157120507426906,0,4
3713074,0,secondary school teacher or teaching professional (including head teacher),1970,1,-0.8995907378746466,1,3
3713586,6,"director or chief executive of private organisation/company, company chairman or president, general manager",1989,0,0.23424229406180905,1,4
3714301,2,secondary school teacher or teaching professional (including head teacher),2000,1,0.24086780330517493,0,4
3715088,1,speech and language therapist,1996,0,0.982524299416562,0,4
3717506,0,local government administrative officer or assistant or clerk,1976,0,0.2729017704776573,1,0
3718033,1,"florist, flower or floral arranger",1972,0,1.045122324145882,1,4
3718679,7,"social science researcher, anthropologist, sociologist, archaeologist, behavioural scientist, epidemiologist, government survey officer",2006,1,0.4890058107075495,0,4
3721264,1,"bank manager, bank section manager, building society manager, post/sub-post office manager",1985,0,0.599426314389196,1,4
3722644,3,"accounts and wages clerk/assistant/supervisor, bookkeeper, cost or ledger clerk, audit assistant, budget officer, student loans officer, paymaster {41223253_3249}",1984,0,0.16724615915303498,0,3
3724213,0,"laboratory technician, scientific assistant, cytology screener; hospital, medical or health technician",1992,0,-0.6045555670274799,0,3
3724299,2,special needs teaching professional (including head teacher),2000,1,1.04490191002654,0,3
3724979,0,midwife,1967,0,-1.7148419674577633,0,4
3725758,2,"community worker, day centre officer, youth leader, youth worker, parish worker, bail support officer",1986,0,-0.7954019409326533,1,4
3727119,2,"design and development engineer, ergonomist",1970,1,0.9857796507374864,1,3
3728846,0,"it strategy or planning professional, computer consultant, software consultant",1978,1,0.4862869540350702,1,4
3728920,1,"primary /junior school teacher or teaching professional, nursery school teacher (including head teacher)",1974,1,-0.3640480421344026,1,4
3729145,6,"school secretary, clerical assistant, school registry assistant {42133423_3419}",2002,0,1.051511285037902,0,3
3729823,2,"librarian, assistant librarian {24513314_3313}",1986,1,0.3611769028068724,0,4
3730743,0,"laboratory technician, scientific assistant, cytology screener; hospital, medical or health technician",1977,0,-0.3712501345629445,1,5
3732775,2,"architect, landscape architect/designer, structural designer {24312597_2590}",2002,1,0.44369268417290214,1,5
3732951,2,"education officer, director of education, curriculum development officer",1992,0,-0.9887461896579112,0,4
3733621,2,"primary /junior school teacher or teaching professional, nursery school teacher (including head teacher)",1990,1,-1.7735496313568484,1,3
3733989,1,"air travel assistant, cabin/flight attendant, air hostess, air purser, air steward, cabin crew; passenger services agent; check-in staff",1990,0,-0.7305078160925613,1,4
3734514,1,clergyman/woman; any religious officer/leader,1999,0,-0.35258989856275447,0,3
3736274,4,"medical technician, audiologist, cardiographer, prosthesist, ecg technician, eeg technician",2005,0,0.6069855105083957,0,4
3737146,3,"director or chief executive of private organisation/company, company chairman or president, general manager",2007,0,0.17164933932778986,0,4
3737204,4,"care assistant, home care assistant, residential social worker, home carer, nursing home assistant",2006,-1,-1.024238295738762,0,3
3738339,4,"manager in construction, clerk of works, site manager, contracts manager, highways manager",2001,0,-0.254259028889449,1,3
3738559,1,"laboratory technician, scientific assistant, cytology screener; hospital, medical or health technician",2007,0,-1.4291179826237708,1,3
3739288,4,"educational assistant, classroom assistant, special needs helper",2005,0,-0.00807099091426766,1,5
3740819,5,"ict or it manager, systems/data processing manager, telecom manager",2009,1,0.8814535140459454,1,1
3740856,4,secondary school teacher or teaching professional (including head teacher),2004,1,1.724992545103628,0,4
3741228,3,"ticket seller, box office clerk {41233184_3180}",2009,-1,-0.09503711271356258,0,3
3742352,2,"metal working production or maintenance fitter, machine fitter, fitter and turner, bench fitter, plant fitter",1998,-1,-1.2221872793121735,1,3
3742640,5,"director or chief executive of private organisation/company, company chairman or president, general manager",1995,0,0.22676303348853788,1,4
3743658,2,"general office assistant/clerk, clerical officer, clerk-typist, office supervisor, press/newspaper corrector/reader",2008,0,1.039726022096474,0,4
3745100,4,"sales or marketing representative, manufacturer's agent or representative or salesman/woman",2006,1,-0.4343324722911237,0,2
3745909,5,"civil service administrative officer or assistant or clerk, tax collector, prison service clerk, law courts clerk",2001,0,0.17903025912630277,0,3
3746526,4,research or laboratory manager,1991,0,-1.6021406237923126,1,3
3747365,3,laboratory technician,1997,0,0.6769436903761307,0,4
3748698,5,"it strategy or planning professional, computer consultant, software consultant",2006,1,0.13339176019308482,1,4
3748804,0,"primary /junior school teacher or teaching professional, nursery school teacher (including head teacher)",1973,1,-0.926699532288634,0,4
3748980,2,local government administrative officer or assistant or clerk,1997,0,0.10593400645584784,0,3
3749638,0,all other personal assistants and secretaries,1964,0,-0.32587974828206157,0,4
3750610,5,"public service higher/senior executive officer, hospital administrator",2003,0,-0.6382915062806329,1,4
3753120,2,"advertising or public relations manager, media/publicity manager, campaign/fundraising manager",1966,0,-0.3569419984918729,0,3
3753168,1,"chef, cook, caterer {54342896_2891}",1987,0,0.07052031192642373,0,3
3753184,2,civil service senior manager outside the senior civil service (former grades 6 and 7),1983,0,-0.3602358649691601,0,3
3753252,6,"social worker, child care/protection officer, adoption officer, mental health officer, almoner, family case worker",2000,-1,0.5672996721040078,0,2
3757807,4,"careers adviser or vocational guidance specialist, placement advisor {35643209_3199}",2002,0,-0.5489853617083333,0,5
3758944,1,"civil service executive officer, revenue/tax executive or officer, fraud inspector or officer, job centre adviser",1996,0,-0.01430224495931154,0,2
3759063,2,taxation accountant or adviser or consultant or practitioner,1999,0,1.1811795274003545,0,4
3759586,1,midwife,1959,0,-1.0235383324769451,0,3
3760209,0,"farmer, farming contractor, herd manager, smallholder, bailiff",1964,-1,-2.31348615879112,1,5
3761485,2,"chartered/certified accountant, auditor, company accountant, articled/audit clerk, official receiver",1979,0,0.475988015105554,1,2
3761586,2,"education officer, director of education, curriculum development officer",1985,0,-1.2042985306889638,0,3
3762119,2,"management accountant, works accountant, cost accountant",2003,0,0.5649721755782028,0,4
3763339,3,"psychologist, psychometrist",1991,0,-0.01803726509768172,1,3
3764047,1,"medical doctor, general practitioner, hospital consultant",1993,-1,0.19714604255579776,1,3
3765705,3,"telephonist, telephone/switchboard operator",1991,0,0.855457674650721,0,4
3766100,2,laboratory technician,2002,0,0.6696131842449914,0,4
3766444,0,"medical doctor, general practitioner, hospital consultant",1978,-1,0.9243556957526096,1,5
3769097,1,"manager in construction, clerk of works, site manager, contracts manager, highways manager",1978,0,0.03845458213966247,1,3
3769726,1,"laboratory technician, scientific assistant, cytology screener; hospital, medical or health technician",1985,0,0.601016859423966,0,3
3771489,1,"primary /junior school teacher or teaching professional, nursery school teacher (including head teacher)",1985,1,-0.7765207723433545,0,4
3771839,4,"community worker, day centre officer, youth leader, youth worker, parish worker, bail support officer",2001,0,-1.7023248614340194,1,4
3775035,1,"advertising or public relations manager, media/publicity manager, campaign/fundraising manager",1999,0,1.173081319700696,0,4
3776566,1,"sales assistant, retail/shop assistant, counter assistant, sub post office assistant, takeaway food worker",1986,-1,-0.05637880784505929,0,3
3779894,0,all other personal assistants and secretaries,1973,0,1.353621319531356,0,3
3780378,1,"educational assistant, classroom assistant, special needs helper",2003,0,0.557620907818092,0,4
3781243,2,"software professional, analyst-programmer, computer programmer, software analyst or engineer, systems designer or programmer",1982,1,-0.01135140142638743,0,3
3781301,0,special needs teaching professional (including head teacher),1973,1,-0.04577381238495509,0,4
3781997,4,"primary /junior school teacher or teaching professional, nursery school teacher (including head teacher)",2005,1,1.2823753467000656,0,3
3782965,4,"probation officer, community service officer {24433109_3107}",2005,0,-1.2913528507816752,0,4
3783702,5,"mechanical engineer, automobile engineer, aeronautical engineer, locomotive or marine engineer, welding engineer",2005,0,-0.2824747894367612,1,4
3785565,0,"manager in construction, clerk of works, site manager, contracts manager, highways manager",1990,0,-0.20686336125562443,1,2
3786244,3,taxation accountant or adviser or consultant or practitioner,1997,0,0.7915022866992999,0,3
3786780,2,"software professional, analyst-programmer, computer programmer, software analyst or engineer, systems designer or programmer",2000,1,0.44430393749443464,1,3
3787113,2,"educational assistant, classroom assistant, special needs helper",1999,0,-1.8088672251306568,0,3
3788518,1,"further education teaching professional, college lecturer/professor",2001,1,0.35347560641207626,0,2
3789103,8,"arts officer, producer, director; entertainment/artists'/theatrical agent; studio manager, prompter",2004,1,-0.05272952818873044,0,3
3792337,2,"photographer and audio-visual equipment operator, cameraman, film technician, sound or light engineer, projectionist {34343161_3156}",1999,1,-1.0736754324155473,0,2
3792790,9,playgroup or playschool leader or assistant,2008,0,1.3075047920182428,0,4
3793740,2,"broadcasting professional, broadcaster, news reporter; radio or television journalist, director or producer",1968,1,0.1748025964880263,1,3
3795351,2,"school librarian, assistant school librarian",1993,1,0.4109205242315771,0,3
3795596,1,local government administrative officer or assistant or clerk,1980,0,-0.4279000562796228,0,3
3796280,1,local government administrative officer or assistant or clerk,1979,0,-0.862140306582691,0,3
3798162,5,"officer of ngo, trade union organiser/official, charity administrator, secretary of research or charity or political or professional or trade association or trade union",1994,0,-0.316856268064842,1,3
3798246,0,mathematician,1978,0,0.18626545855454563,0,3
3800705,1,"education officer, director of education, curriculum development officer",1993,0,0.6110230341595166,0,3
3801469,1,domestic or cleaning service manager,1988,-1,0.3705139256520612,1,3
3802061,0,"director or chief executive of private organisation/company, company chairman or president, general manager",1973,0,1.0264397768387747,1,5
3802127,5,"hospital manager, health service manager, clinical manager, nursing service manager",2003,0,-2.127816902133714,0,3
3802186,3,other engineering professional {21293047_3037},2002,0,1.0579388321083985,1,3
3802559,2,"senior official in central government including members of the senior civil service and the equivalent in the diplomatic service, mps, meps",2001,0,-0.280838675429435,1,4
3802887,0,civil service senior manager outside the senior civil service (former grades 6 and 7),1984,0,-1.0301373105925482,0,3
3803924,2,"assembler, machine operator, processor, foreman",1999,0,-0.21484983891198975,1,4
3804121,5,"education officer, director of education, curriculum development officer",2006,0,1.6494924794777437,1,4
3804278,3,all other personal assistants and secretaries,1990,0,-1.3788106474281232,0,4
3804508,3,"retail or wholesale shop manager, showroom manager",1996,-1,0.6715937105273423,0,0
3806889,1,"social worker, child care/protection officer, adoption officer, mental health officer, almoner, family case worker",1991,-1,-0.6862633724807063,0,4
3810390,5,local government administrative officer or assistant or clerk,2008,0,-0.5651112709229684,0,3
3811804,4,"call centre operator, sales order clerk, telephone adviser {72113242_3235}",2003,0,-2.1293251671878255,0,3
3812331,0,"solicitor, lawyer, barrister, judge, coroner, articled clerk, attorney, advocate, stipendiary magistrate, fiscal/crown prosecutor, sheriff (scottish courts), legal services recorder",1967,0,-0.12880383275189583,0,3
3812628,4,"civil service administrative officer or assistant or clerk, tax collector, prison service clerk, law courts clerk",2001,0,-0.1029103835550674,0,4
3813050,1,"further education teaching professional, college lecturer/professor",1975,1,1.197770955840986,0,5
3813513,3,"archivist, conservator, curator",1993,1,-0.9993181862446822,0,4
3815642,1,"sports coach, instructor, trainer, or manager",2000,0,-1.6081831896531285,1,4
3816139,4,"other teaching professional including private tutor, tefl (teaching english as a foreign language) teacher; tutor at adult education centre, etc.",2006,1,0.07963445422463766,0,3
3818026,2,candle maker,1972,0,-0.36760353260664846,0,3
3818405,3,"manager of snooker hall, bingo hall, circus/fairground, casino, night club, etc.",1996,0,-0.3982000986860599,0,2
3818473,0,"vocational trainer/instructor, craft instructor, apprentice instructor",1977,1,0.8263379522865701,0,3
3818781,3,"health and safety officer, occupational hygienist, safety adviser {35672595_2590}",1989,0,-2.1208966641132876,1,4
3819218,1,"financial services manager, chartered secretary, banker, merchant or investment banker, finance director, tax manager",1997,0,-1.1302271596041673,1,5
3820256,0,"medical doctor, general practitioner, hospital consultant",1976,-1,-0.7228361885143789,1,4
3822757,0,police officer (sergeant or below),1969,0,-0.2872399412697501,1,3
3826294,4,"nursing auxiliary or assistant, steriliser of medical equipment, occupational therapy assistant, phlebotomist, physiotherapy assistant, ward orderly, ward assistant",2009,0,0.02972993138723661,0,4
3826455,0,secondary school teacher or teaching professional (including head teacher),1973,1,0.28734170010077253,1,4
3826963,3,"kitchen, canteen or catering assistant, washer-up, kitchen porter, counter assistant",2008,0,-0.11084400641543404,0,3
3827045,5,"sales assistant, retail/shop assistant, counter assistant, sub post office assistant, takeaway food worker",2004,-1,0.24126429682788453,0,3
3827529,9,"nurse (of any kind, at any level)",2001,-1,-1.5455128628439407,0,4
3829306,9,"hotel or guesthouse owner/manager; hostel warden, holiday camp manager, caravan/camping site owner/manager",1995,0,-0.17846861681871834,0,2
3831226,2,"line or cable repairer, cable jointer, overhead linesman",2001,0,-1.256411678555967,1,3
3831379,1,civil engineer,1968,0,-0.20767049922963984,1,4
3833965,4,local government administrative officer or assistant or clerk,2002,0,-0.6824290317940364,0,4
3836870,0,"medical doctor, general practitioner, hospital consultant",1981,-1,-1.637517545014411,1,3
3836997,3,secondary school teacher or teaching professional (including head teacher),1991,1,0.9371705074454056,0,0
3837001,0,special needs teaching professional (including head teacher),1978,1,-0.3996681608018473,0,2
3837281,2,"nurse (of any kind, at any level)",1988,-1,2.1980512372328853,0,4
3839052,5,"school secretary, clerical assistant, school registry assistant {42133423_3419}",2007,0,-0.48678926265181943,0,4
3839097,4,"officer of ngo, trade union organiser/official, charity administrator, secretary of research or charity or political or professional or trade association or trade union",2004,0,0.9563725364372851,0,3
3839680,0,"management information officer, conference/events co-ordinator/organiser, exhibition officer, work study engineer/officer/analyst, contract adviser/agent, election agent, business system analyst",1989,0,1.1461833990373165,1,4
3840948,0,"inspector of weights and measures, trading standards officer, hotel/pub inspector, planning inspector",1991,0,-0.8610377163098427,0,3
3843757,0,all other personal assistants and secretaries,1961,0,1.37587186881871,0,3
3843997,5,"nurse (of any kind, at any level)",2009,-1,2.0076282464573625,0,2
3844323,2,"general office assistant/clerk, clerical officer, clerk-typist, office supervisor, press/newspaper corrector/reader",1976,0,0.6233115150879494,0,3
3844995,3,secondary school teacher or teaching professional (including head teacher),2003,1,0.04572171085285433,1,3
3845106,5,research or laboratory manager,2004,0,1.9178092895772136,0,4
3847773,1,"pharmacist, pharmacologist, pharmaceutical chemist",1988,1,-0.7104245964571144,1,2
3850336,4,"sports centre manager, riding school owner, sports ground manager, baths manager",2007,0,0.10368172170009378,0,3
3850837,0,all other personal assistants and secretaries,1963,0,-0.6968886387950874,0,4
3851445,2,special needs teaching professional (including head teacher),1989,1,1.7169766207638075,0,4
3852860,2,"solicitor, lawyer, barrister, judge, coroner, articled clerk, attorney, advocate, stipendiary magistrate, fiscal/crown prosecutor, sheriff (scottish courts), legal services recorder",2000,0,1.1697424342766125,0,3
3853270,1,university lecturer/professor,1997,0,-1.522928739799259,1,3
3853974,0,"financial controller, accounting/audit technician, trust officer",1987,0,-0.8338868184715224,0,4
3854470,1,"financial controller, accounting/audit technician, trust officer",1996,0,-0.20204424409015337,0,3
3856707,4,"shipping manager, oil distribution terminal manager",1992,0,1.1517562015483815,1,3
3859442,5,laboratory technician,1997,0,0.6717975039136708,0,5
3859524,2,"other teaching professional including private tutor, tefl (teaching english as a foreign language) teacher; tutor at adult education centre, etc.",2001,1,-0.4306230299322004,0,4
3861474,1,officer in armed forces,1989,0,0.6439048420508435,1,4
3861501,5,special needs teaching professional (including head teacher),2001,1,0.989916035920852,0,3
3861572,4,"electronics engineer, broadcasting engineer, microwave engineer, radar engineer, radio engineer",1994,0,1.2591382968311786,1,3
3862395,0,midwife,1971,0,0.2564616257881256,0,3
3862566,8,"director or chief executive of private organisation/company, company chairman or president, general manager",2005,0,0.6692900429791575,1,5
3863227,1,"civil service administrative officer or assistant or clerk, tax collector, prison service clerk, law courts clerk",2005,0,2.5770458137750927,1,3
3863476,1,civil service senior manager outside the senior civil service (former grades 6 and 7),1975,0,0.1879970096861594,1,4
3863497,2,"counter clerk, bank clerk, cashier, post office clerk",1993,0,-1.7062155922501163,0,3
3864026,4,"air traffic controller, flight planner, flight dispatcher",2005,0,0.4993543061227795,0,4
3866238,1,"nurse (of any kind, at any level)",1987,-1,-0.18489737065492828,0,3
3866735,4,"childminder, au pair, children's nanny {61223417_3406}",1989,0,-0.7763085513048883,0,3
3867005,0,"ophthalmic optician, optometrist",1980,0,1.1350210933572946,0,3
3868093,1,all other personal assistants and secretaries,1986,0,0.21261836816504945,0,5
3869509,0,"sales assistant, retail/shop assistant, counter assistant, sub post office assistant, takeaway food worker",1967,-1,1.014748518343443,0,3
3870663,4,"other ambulance staff (not paramedic), ambulance driver, ambulance technician",2007,0,0.7265765220331571,1,4
3872268,3,"probation officer, community service officer {24433109_3107}",1976,0,1.557183623692405,1,4
3873971,0,"nurse (of any kind, at any level)",1984,-1,0.02541526777887871,0,3
3874193,3,"further education teaching professional, college lecturer/professor",1995,1,2.360808675566594,1,0
3874525,3,"medical radiographer, x-ray operator, sonographer",2005,0,-0.2095984703661988,0,3
3875650,1,"school mid-day assistant, dinner or school meals supervisor or assistant, lunchtime supervisor",1986,0,0.9444504527764658,0,3
3875662,8,"author, writer, biographer, book editor, novelist, dramatist, playwright, poet",2001,1,1.3989046400608114,0,5
3876673,6,"it operations technician, computer operator or technician, database manager, network or web technician, web master, systems administrator or officer",2001,1,0.7876900301070465,1,3
3877147,0,all other personal assistants and secretaries,1991,0,-1.134313945730808,0,4
3877523,0,"motor mechanic, auto engineer",1969,0,1.4226424489572158,1,2
3878864,2,"chemist (analytic, developmental, industrial, research)",1991,1,-0.1413763547387841,1,3
3879106,0,research or laboratory manager,1992,0,-1.1971719172166384,0,4
3880683,4,"estimator, valuer, building estimator/assessor, insurance assessor, costing engineer, surveyor/valuer, lottery officer, rating officer, marine/naval surveyor {35313257_3249}",2000,0,-1.241944802292494,0,2
3882356,5,"sales or marketing manager/director, export/import manager, business development manager, advertising/commercial manager",2009,1,0.33035298764141285,0,3
3882569,0,"medical doctor, general practitioner, hospital consultant",1986,-1,3.053788185221134,0,3
3883045,2,"nurse (of any kind, at any level)",1976,-1,-1.1872742247723007,0,3
3884489,4,"other assembler, routine operative {81392771_2762}",1994,0,-0.7871261672730535,1,2
3885033,0,all other personal assistants and secretaries,1985,0,-1.7717419104240453,0,3
3885990,1,"photographer and audio-visual equipment operator, cameraman, film technician, sound or light engineer, projectionist {34343186_3180}",2001,1,-0.2519877441765162,1,5
3887280,9,"senior official in central government including members of the senior civil service and the equivalent in the diplomatic service, mps, meps",1987,0,-1.384412478103498,1,3
3888243,0,"electrician, electrical engineer, electrical contractor",1971,1,1.2122124271010577,1,3
3889617,6,museum guide,2009,0,-1.2905785899718425,0,3
3889725,2,secondary school teacher or teaching professional (including head teacher),1984,1,-0.16073286876929171,0,3
3890881,3,"judge's or barrister's clerk, conveyancer, data protection officer, legal assistant or executive, coroner's officer, land registrar, tribunal member",1985,0,-1.1806363781613525,1,4
3892578,2,"director or chief executive of private organisation/company, company chairman or president, general manager",2008,0,-0.9305737601934,1,4
3893562,3,"social services manager, community care manager, welfare services manager",1985,-1,-0.00495173817853791,1,4
3894389,5,sculptor,2004,0,-0.19823228047552136,1,4
3895556,1,"solicitor, lawyer, barrister, judge, coroner, articled clerk, attorney, advocate, stipendiary magistrate, fiscal/crown prosecutor, sheriff (scottish courts), legal services recorder",1990,0,1.1624520528102271,0,5
3897275,3,"solicitor, lawyer, barrister, judge, coroner, articled clerk, attorney, advocate, stipendiary magistrate, fiscal/crown prosecutor, sheriff (scottish courts), legal services recorder",1996,0,-0.8016757144606322,1,4
3899127,1,"gardener, groundsman/groundswoman, park keeper, landscape gardener, greenkeeper, turf cutter",1997,0,0.21401249564201233,0,4
3900373,0,"broker, financial/insurance broker, foreign exchange dealer, ship/marine broker, stockbroker, commodity trader {35323258_3249}",1970,0,-0.22918058166749092,1,3
3902960,0,"electrical engineer, generating engineer, power engineer, power transmission engineer {21233041_3037}",1978,1,0.519793505391295,1,3
3904286,4,"benefits advisor, citizens advice bureau adviser, debt counsellor",2008,0,0.6256210930428905,1,3
3904729,5,police officer (sergeant or below),2007,0,0.9132767290385256,1,3
3906309,5,"civil service executive officer, revenue/tax executive or officer, fraud inspector or officer, job centre adviser",2002,0,-0.33812183582643285,1,2
3906721,2,"senior officer in fire service including captain, commander, controller, firemaster, inspector, salvage officer, station officer, superintendent",1995,0,-0.7008543644929451,1,3
3911102,2,"hospital manager, health service manager, clinical manager, nursing service manager",2009,0,0.13876979571759404,0,5
3911195,2,"chartered/certified accountant, auditor, company accountant, articled/audit clerk, official receiver",1984,0,-0.4244319244297277,0,4
3911276,3,"road transport/traffic manager, haulage contractor/manager, taxi/courier service manager, bus/coach station manager, removals manager, shipping manager",1985,-1,-0.7126270141348094,1,4
3911725,4,"electrical engineer, generating engineer, power engineer, power transmission engineer {21232866_2860}",2003,1,-1.3907269061543328,1,2
3912132,0,"other therapist including acupuncturist, aromatherapist, dietician, herbalist, homeopath, hypnotherapist, masseur, orthoptist, osteopath, psychotherapist",1975,0,-0.8518712921146188,0,4
3912721,4,"accounts and wages clerk/assistant/supervisor, bookkeeper, cost or ledger clerk, audit assistant, budget officer, student loans officer, paymaster {41223241_3235}",2006,0,2.060966640079114,0,3
3913883,4,"public service higher/senior executive officer, hospital administrator",1993,0,-1.740942786301104,0,1
3916079,2,secondary school teacher or teaching professional (including head teacher),1985,1,-1.443517374073347,0,4
3916227,1,research or laboratory manager,2006,0,0.12588292578788238,1,4
3917108,3,university lecturer/professor,1996,0,-1.436628475121502,1,5
3917889,6,"quantity surveyor, quantity survey technician {24332598_2590}",2009,1,-0.6770769512971061,1,4
3921221,3,"management information officer, conference/events co-ordinator/organiser, exhibition officer, work study engineer/officer/analyst, contract adviser/agent, election agent, business system analyst",1996,0,-1.3206164555776267,0,1
3921250,0,"gardener, groundsman/groundswoman, park keeper, landscape gardener, greenkeeper, turf cutter",1969,0,0.5712940113380915,1,3
3922642,4,"nursing auxiliary or assistant, steriliser of medical equipment, occupational therapy assistant, phlebotomist, physiotherapy assistant, ward orderly, ward assistant",2007,0,0.9063345930504816,0,4
3924246,4,"financial controller, accounting/audit technician, trust officer",2006,0,-1.3332127676597465,1,3
3925058,3,"solicitor, lawyer, barrister, judge, coroner, articled clerk, attorney, advocate, stipendiary magistrate, fiscal/crown prosecutor, sheriff (scottish courts), legal services recorder",2000,0,0.3617647267190177,1,3
3925069,0,"pharmacist, pharmacologist, pharmaceutical chemist",1966,1,1.688116617221373,1,2
3925622,2,"sales or marketing representative, manufacturer's agent or representative or salesman/woman",2008,1,0.8103476617204711,0,4
3925654,8,"ict or it manager, systems/data processing manager, telecom manager",2002,1,0.36301587933672247,1,4
3927558,2,"sales or marketing manager/director, export/import manager, business development manager, advertising/commercial manager",2005,1,0.58074088828216,0,3
3927794,4,"ict or it manager, systems/data processing manager, telecom manager",2001,1,-0.9837754440154668,1,3
3927833,5,"other work handling or storing goods including: store keeper, warehouseman, order assembler, goods despatcher",2008,0,-0.9932592261480276,1,3
3929084,1,"other teaching professional including private tutor, tefl (teaching english as a foreign language) teacher; tutor at adult education centre, etc.",1997,1,-0.2416123683639004,1,3
3932087,3,"further education teaching professional, college lecturer/professor",1984,1,0.4969366138733822,0,3
3933432,0,"medical radiographer, x-ray operator, sonographer",1988,0,1.5064384338816896,0,3
3933469,2,police officer (sergeant or below),1981,0,0.02941681935087389,1,3
3935192,3,"biochemist, medical laboratory scientific officer",1973,1,-0.3312216826562718,1,4
3935312,3,other engineering professional {21293047_3037},2000,0,-1.7668792846423564,1,3
3935937,0,"other general office clerical tasks including: office junior, office worker, photocopy/print room operator, office machinist",1972,0,0.7002596024708099,0,4
3937160,2,"other teaching professional including private tutor, tefl (teaching english as a foreign language) teacher; tutor at adult education centre, etc.",2002,1,0.05357649322222636,1,4
3937407,1,clergyman/woman; any religious officer/leader,1985,0,-1.746525975583836,1,4
3938200,4,"further education teaching professional, college lecturer/professor",1999,1,0.5427851396336578,0,4
3938819,0,"solicitor, lawyer, barrister, judge, coroner, articled clerk, attorney, advocate, stipendiary magistrate, fiscal/crown prosecutor, sheriff (scottish courts), legal services recorder",1977,0,-2.2476003845468804,1,3
3939483,4,"personnel, human resources, training or industrial relations manager/director, recruitment manager/director",2007,0,1.6249499072005984,0,4
3940506,8,medical secretary {42113298_3297},2008,0,1.1956038600250192,0,3
3940617,2,"educational assistant, classroom assistant, special needs helper",1993,0,-0.5354983892965179,0,4
3942125,4,local government administrative officer or assistant or clerk,2003,0,0.40508397639854415,0,3
3943595,3,"public service higher/senior executive officer, hospital administrator",2000,0,-0.7530075938421374,0,4
3943728,4,midwife,1989,0,0.7801486756173756,0,3
3943797,6,"director or chief executive of private organisation/company, company chairman or president, general manager",2006,0,0.02616323357154009,0,0
3944270,1,civil engineer,1986,0,-0.9099142414994704,1,3
3944334,0,"bank manager, bank section manager, building society manager, post/sub-post office manager",1975,0,0.3327457284373733,0,3
3945474,4,"undertaker, mortuary assistant, bearer, embalmer, crematorium worker",2007,-1,0.6787525152454498,1,3
3945666,1,"other researchers including in broadcasting, journalism, photography, printing and publishing",2001,1,-0.3629826630102669,1,3
3946934,3,"metal working production or maintenance fitter, machine fitter, fitter and turner, bench fitter, plant fitter",2006,-1,-0.06371637873217872,1,2
3948460,1,"primary /junior school teacher or teaching professional, nursery school teacher (including head teacher)",2002,1,-0.5286812612909674,0,3
3949060,1,police officer (inspector or above),1988,0,0.36293716295674294,1,4
3949710,3,"chef, cook, caterer {54342896_2891}",1996,0,-0.7944118093029806,1,3
3949732,2,"nurse (of any kind, at any level)",1990,-1,0.35242686497669606,0,3
3949807,5,"civil service executive officer, revenue/tax executive or officer, fraud inspector or officer, job centre adviser",1999,0,-0.12503444903031144,0,4
3950173,4,"further education teaching professional, college lecturer/professor",1998,1,-1.0021103384328154,0,4
3952548,4,"electronics engineer, broadcasting engineer, microwave engineer, radar engineer, radio engineer",1988,0,-1.5713998619262557,1,4
3952727,0,"primary /junior school teacher or teaching professional, nursery school teacher (including head teacher)",1975,1,0.6151873867668789,0,3
3954367,3,"higher education teaching professional, university lecturer/professor (including college/university head/vice chancellor)",2009,1,0.24977610668339112,1,5
3954788,5,civil service senior manager outside the senior civil service (former grades 6 and 7),2002,0,-1.1449960697321877,0,4
3956265,1,"nurse (of any kind, at any level)",2006,-1,-0.5830622935470697,0,3
3957058,2,fire service officer (leading fire officer and below),1998,0,-6.575496514117579e-4,1,3
3957133,1,"assembler, machine operator, processor, foreman",1989,0,-0.24276336467273385,0,3
3957394,1,"library assistant/clerk, press cuttings clerk",1994,0,1.2988266955428542,0,1
3957904,1,"registrar or senior administrator of educational establishment, bursar, registrar, university administrator",2002,0,-1.6292255971708072,1,5
