IID,array,job,start,creative,adj_pgs,sexMale,job_sat
2131485,4,"director or chief executive of private organisation/company, company chairman or president, general manager",2004,0,0.8715654162265419,1,4
2131573,5,"director or chief executive of private organisation/company, company chairman or president, general manager",1995,0,-0.7564158992277571,0,2
2132206,3,"ship, merchant navy or hovercraft captain/officer/navigator, master mariner, skipper",2001,0,-0.14536054743900437,1,4
2132326,5,"primary /junior school teacher or teaching professional, nursery school teacher (including head teacher)",2001,1,0.19705424112504305,0,2
2132686,2,secondary school teacher or teaching professional (including head teacher),2001,1,1.2325925730836718,0,3
2133584,0,secondary school teacher or teaching professional (including head teacher),1976,1,-0.7910144622071505,0,4
2134294,4,"office manager, account/payrolls manager, administration manager, litigation/solicitor's office manager",2009,0,-0.15934444815949766,0,4
2135705,3,"it strategy or planning professional, computer consultant, software consultant",2006,1,2.187754120912901,1,0
2136403,0,"tool maker, tool fitter, jig and tool fitter, marker out, die sinker",1958,0,-0.7677644577843944,1,4
2136426,0,"social science researcher, anthropologist, sociologist, archaeologist, behavioural scientist, epidemiologist, government survey officer",1991,1,-0.7951915503578315,1,3
2137722,2,local government administrative officer or assistant or clerk,2003,0,-0.3703100714090177,1,4
2140576,1,"higher education teaching professional, university lecturer/professor (including college/university head/vice chancellor)",1972,1,0.6452278767329449,1,4
2142245,0,"chartered/certified accountant, auditor, company accountant, articled/audit clerk, official receiver",1986,0,-0.4973654361092638,0,3
2143355,2,"typist, shorthand typist, transcriber, stenographer",1972,0,-0.28314258595623687,0,4
2144108,2,"ward clerk, medical records clerk",2006,0,0.6981571336467615,0,3
2144477,1,"electronics engineer, broadcasting engineer, microwave engineer, radar engineer, radio engineer",1995,0,0.01417817763765841,1,4
2144609,1,"typist, shorthand typist, transcriber, stenographer",1989,0,0.1962454028603008,0,3
2145001,0,"solicitor, lawyer, barrister, judge, coroner, articled clerk, attorney, advocate, stipendiary magistrate, fiscal/crown prosecutor, sheriff (scottish courts), legal services recorder",1976,0,-0.11486478848518145,0,3
2145351,2,"hotel or guesthouse owner/manager; hostel warden, holiday camp manager, caravan/camping site owner/manager",2003,0,-0.4932892155568363,0,5
2145364,0,"counter clerk, bank clerk, cashier, post office clerk",1979,0,-1.8041787347037932,0,3
2145994,2,"public service higher/senior executive officer, hospital administrator",1980,0,1.0534321508397184,0,4
2149325,0,physiotherapist,1964,0,0.7738655797751733,0,3
2150853,0,secondary school teacher or teaching professional (including head teacher),1972,1,-2.7572672881394076,1,4
2151428,2,occupational therapist,1996,0,0.844775804850233,0,3
2152327,6,"personnel, human resources, training or industrial relations manager/director, recruitment manager/director",2005,0,-0.10621915615027835,0,2
2152484,4,"manager in construction, clerk of works, site manager, contracts manager, highways manager",2000,0,0.2712168043441704,1,3
2152966,2,"director or chief executive of private organisation/company, company chairman or president, general manager",1984,0,0.3909798505692431,1,4
2153208,0,"printing machine operator, printer's assistant",1985,0,0.15095485928540583,1,4
2154017,4,"director or chief executive of private organisation/company, company chairman or president, general manager",2004,0,0.921033078104322,1,5
2154906,2,"school secretary, clerical assistant, school registry assistant {42133423_3419}",2008,0,0.60453428078683,0,3
2155217,1,"broker, financial/insurance broker, foreign exchange dealer, ship/marine broker, stockbroker, commodity trader {35323258_3249}",1991,0,-0.6906069988949435,1,3
2157545,2,"electrician, electrical engineer, electrical contractor",1974,1,0.34789110289563185,1,4
2157901,2,"mechanical engineer, automobile engineer, aeronautical engineer, locomotive or marine engineer, welding engineer",1973,0,-0.3205065634285515,1,3
2158551,1,"nurse (of any kind, at any level)",1963,-1,0.1479990614444259,0,4
2159608,1,"senior official in central government including members of the senior civil service and the equivalent in the diplomatic service, mps, meps",1977,0,-0.8476126935302194,0,4
2161975,1,commercial/industrial designer,1966,1,0.6843743922565964,0,4
2163497,1,"physicist, astronomer, geologist, geophysicist, meteorologist, oceanographer, seismologist",1990,1,-0.4511770163144679,1,4
2164382,3,"higher education teaching professional, university lecturer/professor (including college/university head/vice chancellor)",2003,1,1.414906921645129,0,3
2164880,2,"nursing auxiliary or assistant, steriliser of medical equipment, occupational therapy assistant, phlebotomist, physiotherapy assistant, ward orderly, ward assistant",1989,0,1.0358404874799094,1,3
2165854,3,"nurse (of any kind, at any level)",1983,-1,0.8334355316291054,0,4
2166644,6,occupational therapist,2001,0,0.6589783392055498,1,2
2167189,5,"mining engineer in mining, water or natural gas/oil",1996,0,1.1423347875218512,1,4
2167250,1,"retail or wholesale shop manager, showroom manager",2000,-1,-0.36599489999367274,0,3
2170619,0,"medical doctor, general practitioner, hospital consultant",1970,-1,-0.01020401829283118,1,4
2171529,2,"advertising or sales representative, demonstrator, estate agent negotiator, land/property salesman {71293332_3320}",1980,0,0.07982354134327721,1,3
2171537,3,"registrar or senior administrator of educational establishment, bursar, registrar, university administrator",1999,0,-0.4762570665781491,0,4
2172407,4,"stock control clerk, stock controller, progress/production/stock chaser, warehouse clerk, materials controller/co-ordinator, stores officer",2008,0,0.4063771187930328,1,3
2175445,2,"other sales occupations including bill poster, ticket checker",2001,-1,-0.6022496350822067,1,3
2175587,2,"financial controller, accounting/audit technician, trust officer",1996,0,1.2955444227603614,0,4
2177026,2,"civil service executive officer, revenue/tax executive or officer, fraud inspector or officer, job centre adviser",1995,0,0.15904811848051992,0,4
2178777,2,"metal working machine operator, fettler, grinder, metal cutter, metal machinist, metal polisher, press operator, shot blaster, tool room machinist",2003,-1,-1.3522081373733708,1,4
2179373,1,"electronics engineer, broadcasting engineer, microwave engineer, radar engineer, radio engineer",2008,0,-0.4631784509760341,1,3
2179539,1,"manager in construction, clerk of works, site manager, contracts manager, highways manager",1963,0,1.378383817989358,1,5
2182113,3,"hospital manager, health service manager, clinical manager, nursing service manager",2000,0,0.44307295956290554,0,3
2183045,4,"school secretary, clerical assistant, school registry assistant {42133423_3419}",2009,0,-0.0707142672692497,0,3
2186284,2,laboratory technician,1987,0,0.9581820171169412,0,4
2187619,1,"electronics engineer, broadcasting engineer, microwave engineer, radar engineer, radio engineer",1985,0,1.0300641286154697,1,3
2189003,0,"senior official in central government including members of the senior civil service and the equivalent in the diplomatic service, mps, meps",1970,0,-0.0944979381993456,1,4
2190034,6,"vocational or industrial trainer/instructor, craft instructor, apprentice instructor {35633214_3210}",2008,1,-0.928927298137727,0,5
2190246,3,"educational assistant, classroom assistant, special needs helper",1998,0,0.4621765077310492,1,3
2190594,0,"routine inspector, tester {81332715_2709}",1971,0,-1.5281243964755176,0,3
2190787,1,"nurse (of any kind, at any level)",1980,-1,-0.21698683495573784,0,4
2191977,0,"biochemist, medical laboratory scientific officer",1968,1,1.2167834611405772,0,4
2193072,7,"advertising or sales representative, demonstrator, estate agent negotiator, land/property salesman {71293343_3336}",2000,0,0.282635668055214,1,4
2193330,0,"nurseryman, market gardener, horticulturist",1964,-1,1.014821132221073,0,5
2194840,3,"nurse (of any kind, at any level)",1985,-1,0.5709283581483147,0,3
2195243,4,"manager in construction, clerk of works, site manager, contracts manager, highways manager",1986,0,-0.4990219183170306,1,3
2195250,8,"mechanical engineer, automobile engineer, aeronautical engineer, locomotive or marine engineer, welding engineer",1991,0,-1.1524294269907802,1,3
2195723,2,"hospital manager, health service manager, clinical manager, nursing service manager",1993,0,1.907817273106862,0,1
2196871,4,"rail transport/traffic manager, haulage contractor/manager, shipping manager, railway station manager",1990,0,-2.36081112511848,0,3
2197462,0,"director or chief executive of private organisation/company, company chairman or president, general manager",1984,0,-0.161944883039535,1,3
2199105,4,"public service higher/senior executive officer, hospital administrator",2007,0,-1.4066690566776192,1,3
2202551,4,"restaurant or catering manager, restaurateur; canteen manager; takeaway food shop manager",1981,-1,-0.10100210570045712,1,4
2202652,2,"theme park or arcade attendant; fairground/funfair worker, snooker hall attendant, or other leisure attendants",2001,-1,3.2471971070692387,0,3
2204281,1,"civil service executive officer, revenue/tax executive or officer, fraud inspector or officer, job centre adviser",1979,0,-0.5544939405475705,0,3
2204373,7,"personnel, human resources, training or industrial relations manager/director, recruitment manager/director",2008,0,-0.14135796648559726,0,0
2204550,1,"public service higher/senior executive officer, hospital administrator",1990,0,1.26975554616663,1,1
2207522,0,"counter clerk, bank clerk, cashier, post office clerk",1980,0,0.20158332962028647,0,3
2209837,1,laboratory technician,2002,0,0.344510398067729,1,3
2210175,2,"medical doctor, general practitioner, hospital consultant",1997,-1,1.1397446173264416,1,4
2211284,2,"biochemist, medical laboratory scientific officer",1979,1,-0.1353598506812014,1,3
2211840,0,"chartered surveyor, building surveyor, land surveyor, mining/minerals surveyor, river/water surveyor, surveyor and estimator, topographer, property surveyor",1973,0,-2.3082907556712593,0,2
2211879,3,"sales or marketing manager/director, export/import manager, business development manager, advertising/commercial manager",2009,1,1.6885203999794542,1,3
2212097,4,"driving instructor, hgv instructor",1997,0,-0.1973208296579995,1,3
2213136,0,"primary /junior school teacher or teaching professional, nursery school teacher (including head teacher)",1976,1,1.616013715003325,0,5
2213307,2,secondary school teacher or teaching professional (including head teacher),1987,1,1.7274840404393297,0,3
2215421,0,"nurse (of any kind, at any level)",1981,-1,-0.4584211491648102,0,4
2215628,2,"customer care/relations manager, help desk manager {11423230_3220}",1980,0,0.5197837111115623,1,5
2215800,1,"public service higher/senior executive officer, hospital administrator",1999,0,-0.8838927844233777,0,3
2216024,0,"primary /junior school teacher or teaching professional, nursery school teacher (including head teacher)",1965,1,-1.1298027019061467,0,3
2217154,0,"public service higher/senior executive officer, hospital administrator",1976,0,-1.5985853398459802,1,4
2217945,3,"director or chief executive of private organisation/company, company chairman or president, general manager",2001,0,-0.8657855019402209,1,4
2219924,1,"primary /junior school teacher or teaching professional, nursery school teacher (including head teacher)",1988,1,-1.3724454030606976,0,5
2220366,0,"nurse (of any kind, at any level)",1963,-1,0.3613579443413683,0,4
2220430,9,"advertising or public relations manager, media/publicity manager, campaign/fundraising manager",1995,0,-0.9977636437464514,1,3
2220985,5,property/housing/land manager,2006,0,-0.3938907508952631,1,2
2221258,3,"factory/works manager, shift manager",2004,-1,1.0475035188992654,1,3
2221549,1,"manager in construction, clerk of works, site manager, contracts manager, highways manager",1989,0,-0.9832180277882464,1,3
2222417,3,"it strategy or planning professional, computer consultant, software consultant",1999,1,2.039018311620575,1,3
2225629,4,"higher education teaching professional, university lecturer/professor (including college/university head/vice chancellor)",2007,1,1.1851553651007742,1,4
2226135,6,"director or chief executive of private organisation/company, company chairman or president, general manager",1997,0,-1.030284845384359,0,0
2226647,1,"educational assistant, classroom assistant, special needs helper",2002,0,-1.0370890267937876,0,5
2227687,5,all other personal assistants and secretaries,1985,0,0.976323842038125,0,2
2228782,3,"vocational or industrial trainer/instructor, craft instructor, apprentice instructor {35633214_3210}",1999,1,-0.09484797096364934,1,5
2229034,1,"public service higher/senior executive officer, hospital administrator",1985,0,0.3013067842487529,0,3
2229320,3,"quantity surveyor, quantity survey technician {24332598_2590}",1993,1,1.786010356790936,0,4
2230054,9,"nurse (of any kind, at any level)",1994,-1,-1.6607089076439223,0,4
2231465,0,credit controller/supervisor {41213240_3235},1963,0,-0.5965233919397913,1,5
2232975,1,"primary /junior school teacher or teaching professional, nursery school teacher (including head teacher)",1989,1,0.7845474544468467,0,3
2233835,3,"further education teaching professional, college lecturer/professor",1982,1,0.0693261376448244,0,4
2234372,4,"receptionist, doctor's/dental receptionist {42163095_3083}",2006,0,-0.5338505669976502,0,2
2235569,0,"medical doctor, general practitioner, hospital consultant",1973,-1,-1.437421080841102,0,3
2236138,1,"researcher in broadcasting, journalism, photography, printing and publishing",1987,1,0.8929653514803474,0,3
2236821,2,"retail or wholesale shop manager, showroom manager",1987,-1,-0.22694861420489693,1,3
2237147,2,"printing machine operator, printer's assistant",1980,0,-0.4136004997726264,1,4
2237867,2,"ict or it manager, systems/data processing manager, telecom manager",2002,1,0.5983511301243158,0,3
2239055,0,"legal secretary, clerk, or aid clerk",1979,0,-1.4696442961460032,0,4
2241815,3,"educational assistant, classroom assistant, special needs helper",1994,0,-0.775203268894938,0,5
2242255,1,"further education teaching professional, college lecturer/professor",1984,1,-0.24730963529275996,0,3
2243576,2,"registrar or senior administrator of educational establishment, bursar, registrar, university administrator",2001,0,1.0286506518568117,1,4
2244703,3,midwife,1997,0,-0.401884114757912,0,4
2244964,4,local government administrative officer or assistant or clerk,1999,0,1.1051835264311958,0,3
2245918,3,"sales assistant, retail/shop assistant, counter assistant, sub post office assistant, takeaway food worker",1985,-1,1.4894260055415014,0,0
2246822,0,"primary /junior school teacher or teaching professional, nursery school teacher (including head teacher)",1966,1,-0.29614099500127267,0,4
2247264,0,"shopkeeper, shop owner, newsagent, wholesale/retail dealer",1956,0,0.4893835071938839,1,4
2249864,3,"director or chief executive of private organisation/company, company chairman or president, general manager",2001,0,1.0092100063985636,0,4
2251376,2,"roundsman or woman, van salesperson, ice cream seller, milkman, mobile shop salesperson",1978,0,-1.0234965637625135,1,3
2252689,3,"office manager, account/payrolls manager, administration manager, litigation/solicitor's office manager",1997,0,0.5519276407342745,0,2
2252693,0,local government administrative officer or assistant or clerk,1979,0,1.1803219356450847,0,3
2252742,2,other engineering professional {21293047_3037},1998,0,0.8091140284885802,0,4
2253051,0,"mechanical engineer, automobile engineer, aeronautical engineer, locomotive or marine engineer, welding engineer",1993,0,0.8972821838240933,1,4
2253100,2,"general office assistant/clerk, clerical officer, clerk-typist, office supervisor, press/newspaper corrector/reader",1977,0,0.9510842912964133,1,4
2253117,2,secondary school teacher or teaching professional (including head teacher),1991,1,-2.119490737390761,0,5
2255562,3,"management accountant, works accountant, cost accountant",2005,0,0.28449416476418715,0,3
2256891,0,"air transport/traffic manager, haulage contractor/manager, airport director/manager, shipping manager",1966,0,-1.389328049172467,1,3
2257247,4,local government administrative officer or assistant or clerk,2001,0,1.3761079596699848,0,4
2257335,2,"community worker, day centre officer, youth leader, youth worker, parish worker, bail support officer",2003,0,-1.286944651379264,0,3
2258097,1,occupational therapist,1995,0,0.5932808238405215,1,3
2258964,6,"metal working production or maintenance fitter, machine fitter, fitter and turner, bench fitter, plant fitter",1998,-1,-0.6208042088765656,1,4
2260542,3,"financial adviser/agent/consultant, investment analyst, mortgage consultant, financier, pension advisor",2000,0,0.5485010036519579,1,3
2260983,5,"hospital manager, health service manager, clinical manager, nursing service manager",2001,0,1.4811177013025107,0,3
2261155,3,"librarian, assistant librarian {24513424_3419}",1977,1,0.2029838977586694,0,3
2262504,3,"primary /junior school teacher or teaching professional, nursery school teacher (including head teacher)",1994,1,-1.400976912945057,0,4
2263110,6,"primary /junior school teacher or teaching professional, nursery school teacher (including head teacher)",1994,1,-0.4012999191887602,1,3
2263480,0,"medical doctor, general practitioner, hospital consultant",1974,-1,-0.8840766125404089,0,4
2263743,3,"quality assurance manager, quality control manager {11412694_2691}",1998,0,-0.3986898306730876,0,3
2264213,1,"primary /junior school teacher or teaching professional, nursery school teacher (including head teacher)",1993,1,-0.2685563172045642,0,3
2265515,0,"civil service administrative officer or assistant or clerk, tax collector, prison service clerk, law courts clerk",1973,0,0.23818213053230525,0,2
2265769,1,"further education teaching professional, college lecturer/professor",1982,1,-0.8545425107276096,1,2
2266540,0,"counter clerk, bank clerk, cashier, post office clerk",1977,0,0.00982949095343986,0,3
2267972,4,"ict or it manager, systems/data processing manager, telecom manager",1990,1,1.6595970059209413,0,3
2268194,3,"civil service executive officer, revenue/tax executive or officer, fraud inspector or officer, job centre adviser",2005,0,1.2748574511410502,0,3
2268822,2,"hospital manager, health service manager, clinical manager, nursing service manager",1989,0,-1.3492351015968305,0,4
2269501,2,civilian scenes of crime officer,2001,0,-3.199846234334012,1,3
2271373,2,"school secretary, clerical assistant, school registry assistant {42133423_3419}",2001,0,1.044751480163095,0,3
2271484,1,"general office assistant/clerk, clerical officer, clerk-typist, office supervisor, press/newspaper corrector/reader",2005,0,-0.3126272026735828,0,3
2272101,5,"senior official of special interest organisation including general manager or director or executive or general secretary of charity, or trade union/association or religious organisation",2005,0,-1.1566145274510948,1,4
2272696,0,"chemist (analytic, developmental, industrial, research)",1964,1,0.6421927362666712,1,4
2272993,0,"public service higher/senior executive officer, hospital administrator",1992,0,-0.7921159688739745,0,3
2273045,2,"educational assistant, classroom assistant, special needs helper",2003,0,1.5724771806454336,0,3
2274821,2,secondary school teacher or teaching professional (including head teacher),1991,1,0.05599899285055335,0,3
2276389,0,secondary school teacher or teaching professional (including head teacher),1978,1,1.5307398179376113,1,2
2277164,0,"cleaner in restaurants, bars, pubs, hotels and other accommodation; chambermaid",1983,-1,1.3315574247948467,0,3
2278491,0,"civil service executive officer, revenue/tax executive or officer, fraud inspector or officer, job centre adviser",1983,0,-0.40875574360488454,0,3
2278792,5,"office manager, account/payrolls manager, administration manager, litigation/solicitor's office manager",1999,0,0.03454278208669797,1,3
2278911,6,"broadcasting professional, broadcaster, news reporter; radio or television journalist, director or producer",2000,1,0.4559882666956217,0,3
2279996,4,police officer (sergeant or below),1995,0,0.06583187615395082,1,3
2281297,1,"director or chief executive of private organisation/company, company chairman or president, general manager",2007,0,-0.10679524065314323,1,5
2281315,1,secondary school teacher or teaching professional (including head teacher),1993,1,-0.07065512857830321,0,3
2283845,2,"medical doctor, general practitioner, hospital consultant",1990,-1,-0.5130650423510085,1,4
2284548,1,"educational assistant, classroom assistant, special needs helper",1999,0,0.4486826362274397,0,3
2284670,7,"storage manager, stock control manager, container terminal manager",2004,-1,0.08544392216993348,1,3
2285189,0,"road transport/traffic manager, haulage contractor/manager, taxi/courier service manager, bus/coach station manager, removals manager, shipping manager",1963,-1,1.184540221937726,1,4
2286298,6,"senior official in central government including members of the senior civil service and the equivalent in the diplomatic service, mps, meps",2000,0,-0.48867921499206096,0,3
2288082,2,"further education teaching professional, college lecturer/professor",1981,1,1.497254931454642,1,4
2289198,3,"bus or coach driver, minibus driver {82132606_2602}",1999,-1,0.23145668685487877,1,4
2290225,0,secondary school teacher or teaching professional (including head teacher),1971,1,-0.842145694420447,0,4
2291130,3,"electrician, electrical engineer, electrical contractor",2002,1,-0.6241393549196631,1,4
2291709,2,secondary school teacher or teaching professional (including head teacher),1982,1,-2.3157286577872473,0,5
2291752,2,"civil service executive officer, revenue/tax executive or officer, fraud inspector or officer, job centre adviser",2002,0,0.462745285316163,0,3
2291832,0,"medical doctor, general practitioner, hospital consultant",1974,-1,-0.10008830576427556,1,4
2292731,2,statistician,1990,1,1.3754750854166913,0,3
2293848,9,building site foreman or supervisor {81492548_2538},2002,0,0.46399897620343256,1,4
2294136,0,"civil service executive officer, revenue/tax executive or officer, fraud inspector or officer, job centre adviser",1967,0,-0.7159272780583966,1,3
2294770,1,"nurse (of any kind, at any level)",1988,-1,-1.5420583373488832,0,2
2295597,2,"call centre operator, sales order clerk, telephone adviser {72113242_3235}",2007,0,2.3436222509246196,1,3
2297566,1,"other customs and excise or immigration officer, coastguard, emergency planning officer, civilian scenes of crime officer, civilian defence officer",1989,0,1.9106977761959931,0,4
2297655,1,"primary /junior school teacher or teaching professional, nursery school teacher (including head teacher)",1980,1,0.3909368505455658,0,4
2298160,1,"further education teaching professional, college lecturer/professor",1982,1,1.184684895141182,1,4
2298463,1,"health and safety officer, occupational hygienist, safety adviser, road safety officer",1999,0,0.06295789250210049,1,4
2298865,6,"public service higher/senior executive officer, hospital administrator",2003,0,-0.6779018523887052,1,4
2299959,2,other engineering professional {21293047_3037},1974,0,-0.4903145042232538,1,3
2300204,0,"librarian, assistant librarian {24513314_3313}",1976,1,-0.792919226074091,0,3
2301989,1,"social worker, child care/protection officer, adoption officer, mental health officer, almoner, family case worker",1963,-1,0.6356642105583554,0,4
2303657,1,"hospital manager, health service manager, clinical manager, nursing service manager",1989,0,1.7128537614031314,0,4
2307885,4,"social services manager, community care manager, welfare services manager",2002,-1,1.1377050740923926,0,3
2309831,3,"primary /junior school teacher or teaching professional, nursery school teacher (including head teacher)",1990,1,0.0969006831483392,0,5
2310125,2,"it strategy or planning professional, computer consultant, software consultant",1989,1,-1.648404400934853,1,3
2311938,0,secondary school teacher or teaching professional (including head teacher),1974,1,-0.1348629388610028,1,3
2312195,5,"hospital manager, health service manager, clinical manager, nursing service manager",2003,0,-1.5122077887356111,0,2
2312427,1,"educational assistant, classroom assistant, special needs helper",2004,0,-3.087113866022137e-4,0,4
2312774,2,"management consultant, actuary, economist, statistician, statistical controller/assistant, business analyst, demographer, economic forecaster",1997,1,-0.04778925642113885,1,4
2315036,0,"primary /junior school teacher or teaching professional, nursery school teacher (including head teacher)",1966,1,0.44534553911683256,0,4
2315778,0,"other science technician, materials technician, technical assistant, technical officer",1956,0,-0.1883476952248803,1,4
2316516,4,"director or chief executive of private organisation/company, company chairman or president, general manager",2003,0,-1.2497987827577728,0,4
2317346,1,"receptionist, doctor's/dental receptionist {42163303_3297}",1990,0,0.9588446268171784,0,3
2317670,0,"primary /junior school teacher or teaching professional, nursery school teacher (including head teacher)",1972,1,-0.789422929222391,0,5
2317932,5,"management information officer, conference/events co-ordinator/organiser, exhibition officer, work study engineer/officer/analyst, contract adviser/agent, election agent, business system analyst",2001,0,-1.482557114911048,1,4
2318118,2,"legal secretary, clerk, or aid clerk",2000,0,-1.1456503478844546,0,4
2319101,6,local government administrative officer or assistant or clerk,2001,0,0.45909236676504894,0,3
2320056,2,"ict or it manager, systems/data processing manager, telecom manager",1998,1,0.9308035584465224,1,5
2320652,1,"primary /junior school teacher or teaching professional, nursery school teacher (including head teacher)",1976,1,1.3202880103169683,1,2
2320968,0,"primary /junior school teacher or teaching professional, nursery school teacher (including head teacher)",1986,1,-0.40688601375217825,0,3
2322434,8,"other teaching professional including private tutor, tefl (teaching english as a foreign language) teacher; tutor at adult education centre, etc.",2003,1,0.5983810033280031,1,3
2322847,1,"public service higher/senior executive officer, hospital administrator",1977,0,2.1585694914212707,0,4
2324489,4,"school inspector, education inspector",2007,0,0.6556247059336359,0,3
2324720,1,"other researchers including in broadcasting, journalism, photography, printing and publishing",1988,1,-0.15832033965842793,1,4
2325253,2,secondary school teacher or teaching professional (including head teacher),1996,1,2.36510365228307,1,4
2326233,2,"senior official in local government including parish or town or county chief clerk, chief or superintendent rate collector, chief executive or director, councillor",1974,0,0.09409760518544998,0,3
2326666,0,"nurse (of any kind, at any level)",1977,-1,-1.0453797794283175,0,3
2326749,3,civil service senior manager outside the senior civil service (former grades 6 and 7),2006,0,-0.9612485610864036,1,3
2326903,1,"quality assurance manager, quality control manager {11413229_3220}",2006,0,-0.31352476851588884,1,4
2327127,1,"care assistant, home care assistant, residential social worker, home carer, nursing home assistant",2003,-1,2.036897827003371,0,3
2327350,5,"medical radiographer, x-ray operator, sonographer",1992,0,-1.0989890266688276,0,5
2327656,5,"painter, decorator",1974,0,-1.234728222828772,1,2
2329370,2,"pharmaceutical dispenser, pharmacy technician",2008,0,-0.609900869414833,0,4
2329977,2,"quality assurance manager, quality control manager {11412694_2691}",1985,0,-2.0180839247563727,1,2
2330488,3,all other personal assistants and secretaries,1989,0,0.395187503943008,0,4
2331069,2,"school mid-day assistant, dinner or school meals supervisor or assistant, lunchtime supervisor",1986,0,-0.01662929350754472,0,4
2331514,7,"it operations technician, computer operator or technician, database manager, network or web technician, web master, systems administrator or officer",2001,1,1.336778010791593,1,4
2331943,1,"medical doctor, general practitioner, hospital consultant",1981,-1,0.4747812789896759,0,4
2332191,4,"judge's or barrister's clerk, conveyancer, data protection officer, legal assistant or executive, coroner's officer, land registrar, tribunal member",2002,0,-1.0884938825864985,0,3
2332397,5,"management information officer, conference/events co-ordinator/organiser, exhibition officer, work study engineer/officer/analyst, contract adviser/agent, election agent, business system analyst",1986,0,-1.3768010803924915,1,3
2335779,4,"sales assistant, retail/shop assistant, counter assistant, sub post office assistant, takeaway food worker",1999,-1,-0.5954806779469493,0,3
2335909,0,"restaurant or catering manager, restaurateur; canteen manager; takeaway food shop manager",1985,-1,-0.7823101210667148,0,3
2336708,6,"heavy goods vehicle (hgv) driver, lorry or truck driver, tanker driver, haulage driver",1993,0,1.120312338641665,1,3
2337645,3,"architect, landscape architect/designer, structural designer {24313288_3287}",1984,1,0.310203798915115,1,5
2337660,4,all other personal assistants and secretaries,1997,0,-0.27741680334284996,0,4
2337748,2,"social science researcher, anthropologist, sociologist, archaeologist, behavioural scientist, epidemiologist, government survey officer",2002,1,-0.0936971150579889,0,3
2340266,7,"broadcasting professional, broadcaster, news reporter; radio or television journalist, director or producer",1995,1,0.05757491316838136,0,3
2340864,0,bricklayer,1979,0,-0.5375334411328556,1,4
2341152,0,"judge's or barrister's clerk, conveyancer, data protection officer, legal assistant or executive, coroner's officer, land registrar, tribunal member",1962,0,-0.04040451863958923,1,1
2341419,0,"medical doctor, general practitioner, hospital consultant",1979,-1,-0.9547953641510072,0,4
2341653,0,"laboratory technician, scientific assistant, cytology screener; hospital, medical or health technician",1979,0,-0.935048234103832,0,4
2342791,2,"further education teaching professional, college lecturer/professor",1980,1,0.7886722460770097,1,3
2344880,7,"director or chief executive of private organisation/company, company chairman or president, general manager",2001,0,-0.25440657363306907,0,4
2348408,0,secondary school teacher or teaching professional (including head teacher),1969,1,1.1160454063752532,1,4
2348482,2,school secretary,1992,0,0.8217278273696151,0,4
2348638,0,"senior officer in customs and excise or immigration including senior inspector, customs and excise surveyor, immigration officer",1972,0,-0.5214432013788174,1,4
2349142,0,"civil service administrative officer or assistant or clerk, tax collector, prison service clerk, law courts clerk",1981,0,0.8879125247756903,0,3
2350199,3,"other general office clerical tasks including: office junior, office worker, photocopy/print room operator, office machinist",1969,0,1.8957582023460555,0,4
2350510,0,"civil service executive officer, revenue/tax executive or officer, fraud inspector or officer, job centre adviser",1978,0,-0.25696053701310323,1,3
2352166,0,"pharmacist, pharmacologist, pharmaceutical chemist",1966,1,0.5499121679706784,1,3
2354207,0,"railway shop mechanic, fitter or stripper, wheeler",1960,0,0.8303952885864566,1,4
2355663,3,"sales assistant, retail/shop assistant, counter assistant, sub post office assistant, takeaway food worker",2006,-1,-2.0253898516636277,0,4
2357191,7,occupational therapist,2004,0,-1.059488438926526,0,5
2358921,6,"telephonist, telephone/switchboard operator",2005,0,-0.04544550864726095,1,0
2359620,1,"primary /junior school teacher or teaching professional, nursery school teacher (including head teacher)",1983,1,-1.1253089869488415,0,5
2360322,2,vocational or industrial trainer/instructor {35633208_3199},2003,1,1.4192421699954345,0,4
2360749,6,"mechanical engineer, automobile engineer, aeronautical engineer, locomotive or marine engineer, welding engineer",1997,0,-1.2555506957317013,1,3
2364998,0,"sales or marketing manager/director, export/import manager, business development manager, advertising/commercial manager",1966,1,-1.0010044476591904,1,4
2366226,3,"software professional, analyst-programmer, computer programmer, software analyst or engineer, systems designer or programmer",1980,1,0.14129107909960134,1,3
2366404,2,school secretary,1994,0,0.5180257339421189,0,3
2366984,1,"financial services manager, chartered secretary, banker, merchant or investment banker, finance director, tax manager",1978,0,-0.8580558373336812,1,5
2367452,6,"educational assistant, classroom assistant, special needs helper",1997,0,1.5961169290473116,0,3
2369175,1,"education officer, director of education, curriculum development officer",2004,0,-1.987114953098851,0,3
2372684,0,"social services manager, community care manager, welfare services manager",1993,-1,-0.10696260224991108,0,3
2373939,1,secondary school teacher or teaching professional (including head teacher),1979,1,1.526569447244542,1,1
2375534,3,"machine operator, plastics moulder, foreman",2004,0,-1.516538611413348,1,2
2375839,3,"manager in construction, clerk of works, site manager, contracts manager, highways manager",1999,0,-2.303203736008802,1,3
2377594,3,"electrical engineer, generating engineer, power engineer, power transmission engineer {21233041_3037}",1976,1,-0.1634961384074487,1,4
2378751,5,"director or chief executive of private organisation/company, company chairman or president, general manager",1974,0,-1.3644527114852625,1,5
2378865,6,"senior official of special interest organisation including general manager or director or executive or general secretary of charity, or trade union/association or religious organisation",2009,0,-1.1356949519603197,0,3
